id,currency,customer,total,date
in_1OMy8yIo6jaRQtI8eB7x4iTr,sek,cus_PBJZUz0V1hSeN4,"400,00",2022-10-09
in_1OMyTZIo6jaRQtI8moOs58TX,sek,cus_PBJZv60BNrMCHK,"550,00",2022-10-10
in_1OMy8lIo6jaRQtI8L37yxdTu,sek,cus_PBJZUz0V1hSeN4,"550,00",2022-10-11
in_1OMy5nIo6jaRQtI8ktEHAzyE,sek,cus_PBJZUz0V1hSeN4,"750,00",2022-10-12
in_1OMyVhIo6jaRQtI8LQJdnqZV,sek,cus_PBJZTcFMLxaoEX,"400,00",2022-10-15
in_1OMxNjIo6jaRQtI8uG8BowAw,sek,cus_PBJZdcMynyxMsi,"400,00",2022-10-16
in_1OMy9cIo6jaRQtI8nuMkIK0U,sek,cus_PBJZUz0V1hSeN4,"550,00",2022-10-17
in_1OMy8cIo6jaRQtI8rxNdAd2O,sek,cus_PBJZUz0V1hSeN4,"350,00",2022-10-19
in_1OMy8GIo6jaRQtI84ZMA5HEt,sek,cus_PBJZUz0V1hSeN4,"550,00",2022-10-19
in_1OMyTmIo6jaRQtI8glj4zSqJ,sek,cus_PBJZ9ITSVHu9E9,"550,00",2022-10-21
in_1OMyA6Io6jaRQtI8o94qYukQ,sek,cus_PBJZUz0V1hSeN4,"350,00",2022-10-22
in_1OMyeoIo6jaRQtI8KUcUxIwZ,sek,cus_PBJZdcMynyxMsi,"350,00",2022-10-23
in_1OMyBeIo6jaRQtI89DFFwNV8,sek,cus_PBJZ9ITSVHu9E9,"450,00",2022-10-23
in_1OMyA2Io6jaRQtI8x4ADGHzV,sek,cus_PBJZUz0V1hSeN4,"350,00",2022-10-25
in_1OMyCkIo6jaRQtI8SDKBdV6J,sek,cus_PBJZ9ITSVHu9E9,"400,00",2022-10-25
in_1OMyGRIo6jaRQtI81hNvqSjF,sek,cus_PBJZ9ITSVHu9E9,"450,00",2022-10-26
in_1OMydnIo6jaRQtI8HaWnf6ct,sek,cus_PBJZ9ITSVHu9E9,"400,00",2022-10-26
in_1OMyANIo6jaRQtI8N2ZpkoVo,sek,cus_PBJZUz0V1hSeN4,"500,00",2022-10-26
in_1OMxNLIo6jaRQtI832GFP7Xc,sek,cus_PBJZuwcBwFLsZD,"750,00",2022-10-26
in_1OMxMkIo6jaRQtI8cgEXvrZ8,sek,cus_PBJZ9ITSVHu9E9,"450,00",2022-10-26
in_1OMyD7Io6jaRQtI83PyHHBm5,sek,cus_PBJZ9ITSVHu9E9,"900,00",2022-10-28
in_1OMy7oIo6jaRQtI8C3AEwsML,sek,cus_PBJZUz0V1hSeN4,"700,00",2022-10-30
in_1OMydbIo6jaRQtI8xkUkRgWP,sek,cus_PBJZx8WmYaBVWS,"150,00",2022-10-31
in_1OMyCYIo6jaRQtI8V8o3TKU4,sek,cus_PBJZ9ITSVHu9E9,"500,00",2022-11-02
in_1OMxM5Io6jaRQtI8bEZxm2fs,sek,cus_PBJZx8WmYaBVWS,"550,00",2022-11-03
in_1OMyFpIo6jaRQtI8EQn98FZD,sek,cus_PBJZ9ITSVHu9E9,"300,00",2022-11-04
in_1OMyVOIo6jaRQtI8SdzMarZH,sek,cus_PBJZTcFMLxaoEX,"550,00",2022-11-04
in_1OMyE1Io6jaRQtI8Gy36syUs,sek,cus_PBJZ9ITSVHu9E9,"900,00",2022-11-04
in_1OMyfNIo6jaRQtI89yHvAgcx,sek,cus_PBJZx8WmYaBVWS,"300,00",2022-11-04
in_1OMyfVIo6jaRQtI8wMPkWN7G,sek,cus_PBJZdcMynyxMsi,"250,00",2022-11-07
in_1OMyEIIo6jaRQtI8qFHnfQ9s,sek,cus_PBJZ9ITSVHu9E9,"550,00",2022-11-08
in_1OMycjIo6jaRQtI8N6TNqCLw,sek,cus_PBJZ0mcbg0IMh6,"450,00",2022-11-09
in_1OMyDkIo6jaRQtI8rPhwawOP,sek,cus_PBJZ9ITSVHu9E9,"600,00",2022-11-10
in_1OMyB1Io6jaRQtI8hB464TJr,sek,cus_PBJZ9ITSVHu9E9,"550,00",2022-11-11
in_1OMy9YIo6jaRQtI8tjolINJi,sek,cus_PBJZUz0V1hSeN4,"350,00",2022-11-12
in_1OMyTWIo6jaRQtI8m7h2xlJQ,sek,cus_PBJZdcMynyxMsi,"250,00",2022-11-12
in_1OMyeeIo6jaRQtI8Ak6cCi5e,sek,cus_PBJZTcFMLxaoEX,"100,00",2022-11-13
in_1OMyccIo6jaRQtI83EruBRAO,sek,cus_PBJZ9ITSVHu9E9,"550,00",2022-11-14
in_1OMydFIo6jaRQtI8dvK29vZD,sek,cus_PBJZx8WmYaBVWS,"300,00",2022-11-16
in_1OMyV1Io6jaRQtI8Qmf1BwvZ,sek,cus_PBJZTcFMLxaoEX,"600,00",2022-11-18
in_1OMycgIo6jaRQtI8acaeW9H5,sek,cus_PBJZUz0V1hSeN4,"600,00",2022-11-19
in_1OMyFtIo6jaRQtI8qZV9dn6i,sek,cus_PBJZ9ITSVHu9E9,"600,00",2022-11-19
in_1OMxNPIo6jaRQtI84fUO5pl3,sek,cus_PBJZ9ITSVHu9E9,"400,00",2022-11-21
in_1OMyDBIo6jaRQtI8Y3POMlLA,sek,cus_PBJZ9ITSVHu9E9,"550,00",2022-11-21
in_1OMy7kIo6jaRQtI8KA2yVjRR,sek,cus_PBJZUz0V1hSeN4,"750,00",2022-11-22
in_1OMyAFIo6jaRQtI8TIYaqsJQ,sek,cus_PBJZUz0V1hSeN4,"400,00",2022-11-22
in_1OMyD2Io6jaRQtI8lfw4NlXZ,sek,cus_PBJZ9ITSVHu9E9,"750,00",2022-11-23
in_1OMyFbIo6jaRQtI8lf1xJqxB,sek,cus_PBJZ9ITSVHu9E9,"300,00",2022-11-25
in_1OMxMfIo6jaRQtI8zLiMNTIQ,sek,cus_PBJZTcFMLxaoEX,"300,00",2022-11-25
in_1OMydCIo6jaRQtI8a9VP0JnQ,sek,cus_PBJZuwcBwFLsZD,"100,00",2022-11-25
in_1OMxNNIo6jaRQtI8aWWtRaOK,sek,cus_PBJZ9ITSVHu9E9,"300,00",2022-11-25
in_1OMxMOIo6jaRQtI8LSmO41Qq,sek,cus_PBJZuwcBwFLsZD,"250,00",2022-11-27
in_1OMy7gIo6jaRQtI8Ut1lFKTH,sek,cus_PBJZUz0V1hSeN4,"350,00",2022-11-27
in_1OMydeIo6jaRQtI8yZqFpYQQ,sek,cus_PBJZUz0V1hSeN4,"450,00",2022-11-28
in_1OMyC8Io6jaRQtI8BmCoWy9j,sek,cus_PBJZ9ITSVHu9E9,"400,00",2022-11-29
in_1OMxJoIo6jaRQtI8wYTKmwmX,sek,cus_PBJZy1g5fHqeP7,"250,00",2022-12-01
in_1OMxM8Io6jaRQtI8d8U2iLkS,sek,cus_PBJZNTiqbJhl8q,"600,00",2022-12-01
in_1OMyAkIo6jaRQtI86mjpTdyM,sek,cus_PBJZ9ITSVHu9E9,"700,00",2022-12-01
in_1OMxMLIo6jaRQtI85XluvGqa,sek,cus_PBJZTcFMLxaoEX,"450,00",2022-12-02
in_1OMxMRIo6jaRQtI8xabDOjEJ,sek,cus_PBJZdcMynyxMsi,"150,00",2022-12-02
in_1OMy93Io6jaRQtI8ZQPdUsYM,sek,cus_PBJZUz0V1hSeN4,"550,00",2022-12-03
in_1OMydjIo6jaRQtI8zzIVn9jU,sek,cus_PBJZNTiqbJhl8q,"400,00",2022-12-04
in_1OMyBvIo6jaRQtI8AfqFjhB4,sek,cus_PBJZ9ITSVHu9E9,"700,00",2022-12-10
in_1OMyTiIo6jaRQtI820xnzlIY,sek,cus_PBJZv60BNrMCHK,"550,00",2022-12-11
in_1OMyCDIo6jaRQtI8CJrxDwlg,sek,cus_PBJZ9ITSVHu9E9,"750,00",2022-12-11
in_1OMySzIo6jaRQtI8B2QjqVFS,sek,cus_PBJZv60BNrMCHK,"250,00",2022-12-15
in_1OMy6HIo6jaRQtI86hXNTefh,sek,cus_PBJZUz0V1hSeN4,"500,00",2022-12-16
in_1OMyDYIo6jaRQtI8GsPw8utg,sek,cus_PBJZ9ITSVHu9E9,"750,00",2022-12-16
in_1OMy77Io6jaRQtI8bVKIEHUB,sek,cus_PBJZUz0V1hSeN4,"400,00",2022-12-17
in_1OMyCpIo6jaRQtI8IkY21mtt,sek,cus_PBJZ9ITSVHu9E9,"900,00",2022-12-17
in_1OMyCcIo6jaRQtI8e8hvRzvv,sek,cus_PBJZ9ITSVHu9E9,"600,00",2022-12-18
in_1OMy9HIo6jaRQtI8xqDgJw5J,sek,cus_PBJZUz0V1hSeN4,"300,00",2022-12-20
in_1OMyBWIo6jaRQtI8aGxC6dXn,sek,cus_PBJZ9ITSVHu9E9,"750,00",2022-12-22
in_1OMyBrIo6jaRQtI8AtLo7XKE,sek,cus_PBJZ9ITSVHu9E9,"750,00",2022-12-22
in_1OMyCyIo6jaRQtI8WUqDTR1l,sek,cus_PBJZ9ITSVHu9E9,"600,00",2022-12-22
in_1OMy9PIo6jaRQtI81728eOUy,sek,cus_PBJZUz0V1hSeN4,"700,00",2022-12-23
in_1OMyDGIo6jaRQtI8baDiV11f,sek,cus_PBJZ9ITSVHu9E9,"550,00",2022-12-25
in_1OMyAAIo6jaRQtI8qSW8yFSm,sek,cus_PBJZUz0V1hSeN4,"350,00",2022-12-25
in_1OMyewIo6jaRQtI8JMsDnaqj,sek,cus_PBJZy1g5fHqeP7,"750,00",2022-12-27
in_1OMy6YIo6jaRQtI8ErAN9YIk,sek,cus_PBJZUz0V1hSeN4,"500,00",2022-12-27
in_1OMxNGIo6jaRQtI8U1TN6aIj,sek,cus_PBJZy1g5fHqeP7,"300,00",2022-12-30
in_1OMyVKIo6jaRQtI8DAF2lfPP,sek,cus_PBJZx8WmYaBVWS,"400,00",2022-12-30
in_1OMy8XIo6jaRQtI8D6IUKLqq,sek,cus_PBJZUz0V1hSeN4,"500,00",2022-12-31
